row_label,strat_type,sex,breakdown_cat,value,breakdown_var,outcome_var,table_id,nuts1
H - Trasporto e magazzinaggio,sector,Female,total,13.5,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Male,≤ lower secondary,12.3,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Male,upper secondary,14.2,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Male,tertiary,18.9,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Male,total,13.9,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Total,≤ lower secondary,12.1,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Total,upper secondary,14,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Total,tertiary,17.5,education,hourly_wage,Tav.1,NA
H - Trasporto e magazzinaggio,sector,Total,total,13.8,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,≤ lower secondary,10.1,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,upper secondary,10.5,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,tertiary,11.7,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,total,10.4,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,≤ lower secondary,10.9,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,upper secondary,11.4,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,tertiary,14,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,total,11.4,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,≤ lower secondary,10.5,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,upper secondary,11,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,tertiary,12.6,education,hourly_wage,Tav.1,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,total,10.9,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Female,≤ lower secondary,13.5,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Female,upper secondary,14.9,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Female,tertiary,17.5,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Female,total,16.2,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Male,≤ lower secondary,16.3,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Male,upper secondary,17.8,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Male,tertiary,21.3,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Male,total,19.4,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Total,≤ lower secondary,15.4,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Total,upper secondary,16.9,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Total,tertiary,19.9,education,hourly_wage,Tav.1,NA
J - Servizi di informazione e comunicazione,sector,Total,total,18.3,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Female,≤ lower secondary,18.2,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Female,upper secondary,22,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Female,tertiary,22.9,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Female,total,22.4,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Male,≤ lower secondary,23,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Male,upper secondary,27.8,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Male,tertiary,30.4,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Male,total,29,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Total,≤ lower secondary,21.2,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Total,upper secondary,25.1,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Total,tertiary,26.9,education,hourly_wage,Tav.1,NA
K - Attività finanziarie ed assicurative,sector,Total,total,25.9,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Female,≤ lower secondary,10.4,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Female,upper secondary,13.6,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Female,tertiary,17.4,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Female,total,14.5,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Male,≤ lower secondary,12.2,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Male,upper secondary,15.9,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Male,tertiary,23.2,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Male,total,17.4,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Total,≤ lower secondary,11.5,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Total,upper secondary,14.7,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Total,tertiary,20.2,education,hourly_wage,Tav.1,NA
L - Attivita' immobiliari,sector,Total,total,16,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,≤ lower secondary,12.1,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,upper secondary,14.1,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,tertiary,18.3,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,total,16.3,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,≤ lower secondary,13.5,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,upper secondary,17.8,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,tertiary,25,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,total,21.4,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,≤ lower secondary,13,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,upper secondary,16,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,tertiary,21.8,education,hourly_wage,Tav.1,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,total,19,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,≤ lower secondary,9.7,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,upper secondary,10.6,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,tertiary,13.2,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,total,10.6,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,≤ lower secondary,10.4,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,upper secondary,11.2,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,tertiary,16,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,total,11.4,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,≤ lower secondary,10.1,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,upper secondary,10.9,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,tertiary,14.3,education,hourly_wage,Tav.1,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,total,11,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,≤ lower secondary,13.9,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,upper secondary,15.9,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,tertiary,20.5,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,total,17.9,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,≤ lower secondary,18.3,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,upper secondary,19.2,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,tertiary,25.4,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,total,20.7,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,≤ lower secondary,17.4,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,upper secondary,18.2,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,tertiary,22.9,education,hourly_wage,Tav.1,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,total,19.7,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Female,≤ lower secondary,12.7,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Female,upper secondary,18.1,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Female,tertiary,24.7,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Female,total,21.6,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Male,≤ lower secondary,12.8,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Male,upper secondary,17,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Male,tertiary,27.7,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Male,total,23.5,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Total,≤ lower secondary,12.8,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Total,upper secondary,17.9,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Total,tertiary,25.5,education,hourly_wage,Tav.1,NA
P - Istruzione,sector,Total,total,22.1,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Female,≤ lower secondary,11.7,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Female,upper secondary,13.4,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Female,tertiary,18.8,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Female,total,15.8,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Male,≤ lower secondary,12.9,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Male,upper secondary,14,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Male,tertiary,25.3,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Male,total,19.9,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Total,≤ lower secondary,12.1,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Total,upper secondary,13.5,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Total,tertiary,20.7,education,hourly_wage,Tav.1,NA
Q - Sanita' e assistenza sociale,sector,Total,total,16.9,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,≤ lower secondary,10.9,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,upper secondary,12.6,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,tertiary,14,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,total,12.9,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,≤ lower secondary,27.1,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,upper secondary,36.5,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,tertiary,20.2,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,total,30.5,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,≤ lower secondary,22.2,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,upper secondary,27,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,tertiary,16.9,education,hourly_wage,Tav.1,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,total,23.1,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Female,≤ lower secondary,9.3,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Female,upper secondary,10.8,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Female,tertiary,13.5,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Female,total,10.8,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Male,≤ lower secondary,10.6,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Male,upper secondary,12.3,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Male,tertiary,19.1,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Male,total,12.5,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Total,≤ lower secondary,9.9,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Total,upper secondary,11.5,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Total,tertiary,15.6,education,hourly_wage,Tav.1,NA
S - Altre attività di servizi,sector,Total,total,11.6,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Female,≤ lower secondary,11.3,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Female,upper secondary,13.4,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Female,tertiary,17.7,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Female,total,13.8,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Male,≤ lower secondary,13.4,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Male,upper secondary,15.7,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Male,tertiary,23.6,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Male,total,16,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Total,≤ lower secondary,12.9,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Total,upper secondary,15.1,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Total,tertiary,21.4,education,hourly_wage,Tav.1,NA
Industria in senso stretto (B-E),sector,Total,total,15.4,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Female,≤ lower secondary,11.3,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Female,upper secondary,13.4,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Female,tertiary,17.5,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Female,total,13.8,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Male,≤ lower secondary,13.3,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Male,upper secondary,15.3,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Male,tertiary,23.3,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Male,total,15.6,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Total,≤ lower secondary,12.9,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Total,upper secondary,14.9,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Total,tertiary,21.2,education,hourly_wage,Tav.1,NA
Industria (B-F),sector,Total,total,15.1,education,hourly_wage,Tav.1,NA
Servizi di mercato (G-N),sector,Female,≤ lower secondary,10.4,education,hourly_wage,Tav.1,NA
Servizi di mercato (G-N),sector,Female,upper secondary,12.6,education,hourly_wage,Tav.1,NA
Servizi di mercato (G-N),sector,Female,tertiary,17.3,education,hourly_wage,Tav.1,NA
Servizi di mercato (G-N),sector,Female,total,13.3,education,hourly_wage,Tav.1,NA
Servizi di mercato (G-N),sector,Male,≤ lower secondary,11.8,education,hourly_wage,Tav.1,NA
